,Headline,Target
1971,"Says ""every school will be negatively impacted"" if Education Stability Fund is not tapped.",true
1972,Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.,true
1973,"Israel's per capita income ""is greater than probably three-fourths of the rest of the world.""",true
1974,"Under Hosni Mubarak's rule, ""Egypt received more American dollars than any country besides Israel.""",true
1975,Georgia is the second-fastest growing state for international tourists.,true
1976,The U.S. loses more on tax breaks than it collects in personal income taxes.,true
1977,Says there have been 50 million abortions since Roe v. Wade was decided.,true
1978,"Says the United States does not ""trade as much as other developed nations.""",true
1979,"""[Tailpipe emissions rules], if fully implemented with all the regulations that go with it, they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050.""",true
1980,"There have been ""at least four incidents where bullets from Mexico have crossed the border.""",true
1981,"""We're borrowing 40 cents of every dollar we spend.""",true
1982,"""The debt will soon eclipse our entire economy.""",true
1983,"The United States has ""one of the highest corporate tax rates in the world.""",true
1984,"""Two years after the worst recession most of us have ever known ... corporate profits are up.""",true
1985,"""The number of inmates since 2000 on death row dying of natural causes has now surpassed the number of inmates executed.""",true
1986,"Texas leads ""the nation in the percentage of residents without health insurance.""",true
1987,"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",true
1988,"""New England already has access to ample supplies of natural gas.""",true
1989,Says he’s the first Aggie governor of Texas.,true
1990,"""Some of the men serving in the (Afghan) armed forces have never driven a vehicle before.""",true
1991,"""This kind of snowstorm happens every 10 or 15 years.""",true
1992,"""Whether you like to admit it or not, half our general revenue goes to education.""",true
1993,Says she condemned violence at a campaign stop in Arizona in March.,true
1994,"Georgia lawmakers fuel up for the session by feasting on ""wild"" hogs.",true
1995,"""Following the 2009 session,"" Texas House Speaker Joe Straus ""was acknowledged and ‘thanked’ for his ‘tireless efforts’ by Planned Parenthood, the nation’s premier abortion provider.""",true
1996,"Says the person who Florida U.S. Rep. Allen West first hired as chief of staff told people attending a Tea Party rally that, 'We will use bullets if ballots don't work.'",true
1997,"""Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.""",true
1998,New provisions of the health care law bar the use of flexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,true
1999,"Says the 3C Corridor train would have taken  ""an hour and 15 minutes longer"" to carry passengers across Ohio ""than it would have taken on a New York Central train in 1935.""",true
2000,"""It's taken more time to complete the Towpath Trail than it did to build the (Ohio & Erie) Canal.""",true
2001,"""I stopped requesting earmarks in 2008.""",true
2002,State governments have little ability to stimulate job growth in the short run.,true
2003,"""I never proposed privatizing the (Milwaukee County) airport.""",true
2004,"""We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.""",true
2005,Proposed federal regulations would affect every street sign in the country,true
2006,"Texas ""children may have a teacher who never spent one minute practicing teaching.""",true
2007,"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.",true
2008,Four out of 10 homicides are committed by gun in this city.,true
2009,"""You can go to Georgia and make about $6,000 more a year as a teacher.""",true
2010,"The Milwaukee business community ""did not speak about the facts"" -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.",true
2011,"Earmarks requested in a federal spending bill included  ""$277,000 for potato pest management in Wisconsin.""",true
2012,"""Every student paying out-of-state tuition actually covers more than the cost of instruction.""",true
2013,"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.",true
2014,"""When Social Security was passed, there were all kinds of lawsuits,"" just as there have been in the legal battle over the new health care law.",true
2015,"Under the compromise tax agreement, ""99.7% of American families will not pay 1 nickel in an estate tax.""",true
2016,"The Atlanta Braves are ""the oldest continuously operating professional sports franchise in America.""",true
2017,"""A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.""",true
2018,"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",true
2019,"Oregonians have an ""amazing no-cost way to fight abortion"" with free political donations",true
2020,"""I think [a little] less than half of the people in our prisons are in there for less than a year.  ... We have people who are check kiters and don't pay child support and we are locking them up in the state pen.""",true
2021,The national debt grew an estimated $15 billion last weekend.,true
2022,"""Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.""",true
2023,"""150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.""",true
2024,Says the military accounts for about 10 percent of Florida's economy.,true
2025,Said Republicans made historic gains in state legislatures during last month’s election,true
2026,"Hillsborough's Public Transportation Commission has ""a rule that says cabbies have to wear socks. I mean, please. Come on.""",true
2027,"""The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.""",true
2028,"In Wisconsin, ""deaths from domestic violence are at the highest in 10 years.""",true
2029,"""Historically,"" Senate ratification of arms control treaties ""has been bipartisan.""",true
2030,"""We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.""",true
2031,"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.",true
2032,"""More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.""",true
2033,"""Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.""",true
2034,"""Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate"" the governor’s mansion.",true
2035,"""The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.""",true
2036,Says Oregon ranks 30th in the nation with regard to its incarceration rate.,true
2037,"The radiation coming from the new TSA body scanners is ""equivalent to about three minutes' worth of air travel by anybody, say, at 30,000 feet.""",true
2038,"""Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.""",true
2039,"""Nobody has played clips over and over ... of President Obama (saying), 'If they bring a knife to the fight, we'll bring a gun.' """,true
2040,"""The (federal) debt is growing by more than $4 billion a day.""",true
2041,"""Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.""",true
2042,"""We haven’t had control of the House for the last two years and it’s been malfunctioning. We had 109 sessions scheduled and held 49.""",true
2043,"Federal spending is ""the highest it's been as a share of our economy in 60 years (and) revenue is the lowest it's been as a share of our economy in 60 years.""",true
2044,"""We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So we've taken 5 percent away from the private sector.""",true
2045,Says that the federal gas tax has not been raised since 1993.,true
2046,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, ""which now supports nearly 4,000 jobs in Wisconsin.""",true
2047,"Electric utility FirstEnergy's annual revenues are greater ""than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.""",true
2048,"""Animal abuse is often an indicative trait of future acts of violence against humans.""",true
2049,Says that the new financial services law requires 358 regulatory filings.,true
2050,"""Georgia has the second-highest rate of childhood obesity in the United States.""",true
2051,"""The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.""",true
2052,"Members of Congress did not have three days to read the bill ""when the stimulus was rushed into law.""",true
2053,"Sen. Harry Reid voted ""against declaring English our national language, twice.""",true
2054,"""Decorated Marine, two-tour Iraq war vet.""",true
2055,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,true
2056,"""Most of the jobs that we lost were lost before the economic policies we put in place had any effect.""",true
2057,"As CEO of WWE, Linda McMahon ""was caught tipping off a ringside physician"" about a federal investigation into illegally distributing steroids to wrestlers.",true
2058,"""Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.""",true
2059,"Says ""Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.""",true
2060,"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.",true
2061,"""More Texans have new jobs today than the entire population of Fort Worth.""",true
2062,"""I am very proud, as governor of Florida, that we signed the first divestment act, as it relates to Iran, divesting any investments in companies that would invest in Iran.""",true
2063,"Says Marco Rubio said that ""people who essentially don't agree with him, ought to leave the country, like Keith Olbermann.""",true
2064,"Lizbeth Benacquisto ""broke election law 105 times, hiding special interest contributors.""",true
2065,"Says Ron Johnson ""likes to say there are too many lawyers in the Senate – 57. He’d be the 70th millionaire.""",true
2066,"""Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.""",true
2067,"Ken Buck wants to ""outlaw abortion, even in cases of rape or incest.""",true
2068,His biography says he was the top ROTC officer in the nation.,true
2069,New Castle County's unemployment rate has not almost doubled in the last two years.,true
2070,"John Raese's wife ""is registered to vote in Florida so she can't even vote for him.""",true
2071,"Since the stimulus package was passed, ""Ohio’s lost over 100,000 more jobs.""",true
2072,"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.",true
2073,"Says ""Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregon's children.""",true
2074,"""I said no to these big bank bailouts.""",true
2075,"""Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.""",true
2076,"Since being elected in 2002, Scott Walker has ""given back over $370,000 of his salary to the county.""",true
2077,"""Rhode Island has a very generous unemployment compensation rate compared to most other states.""",true
2078,"""Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections.""",true
2079,"""An organized crime syndicate was extorting money from his (Tom Ganley’s) business, threatening his family, but he fought back and won the FBI's highest civilian award""",true
2080,"""Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.""",true
2081,Says the U.S. Constitution provides for just compensation when land is taken under eminent domain.,true
2082,"""We've created more than 850,000 jobs, more than all the other states combined.""",true
2083,"Children born today will carry a $30,000 share of the national debt.",true
2084,"""There's a big chunk of the country that thinks that I have been too soft on Wall Street.""",true
2085,"Ed Schultz said Alan Grayson is ""what it's all about.""",true
2086,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosi's district office in downtown San Francisco.",true
2087,"""Florida ranks last in the ratio of employees to residents... And Florida is dead last in the nation in state employee payroll expenditures per resident.""",true
2088,"""I don’t understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.""",true
2089,Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.,true
2090,Says State Rep. Kristi Thibaut was an ACORN lobbyist.,true
2091,"Ohio today has the ""fewest number of state employees since the Reagan administration.""",true
2092,"Jennifer Carroll is the ""first African-American Republican woman to be part of a statewide ticket in Florida.""",true
2093,"Sharron Angle ""would eliminate the Department of Education.""",true
2094,Says a highway was closed in El Paso because of bullets flying across the border.,true
2095,"""Florida is 49th in per capita spending on mental health care.""",true
2096,"Under the new health care law, ""if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.""",true
2097,"Michael Thurmond ""authored major legislation that has provided more than $250 million in tax relief to Georgia’s senior citizens and working families.""",true
2098,"""The federal government is now on track"" for the second-largest budget deficit ""in 65 years.""",true
2099,Says most of Perry's chiefs of staff have been lobbyists.,true
2100,"In Rhode Island ""there are 150 different pension plans for public workers.""",true
2101,"""(I) helped to invent a system that saved over a billion dollars on welfare.""",true
2102,"""There is already a mosque four blocks away.""",true
2103,"Kendrick Meek claims he's the only candidate who said Sonia Sotomayor ""will make an excellent Supreme Court justice.""",true
2104,Says Barack Obama didn't keep his promise to have an immigration bill in his first year.,true
2105,"""U.S. taxpayers are being forced to fund Feisal Abdul Rauf’s trip to the Middle East.""",true
2106,"""Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them.""",true
2107,"""In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.""",true
2108,"""The unemployment rate for folks who've never gone to college is almost double what it is for those who have.""",true
2109,"This year, Newt Gingrich ""has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.""",true
2110,"""The overall fact about illegal immigration is that it's not actually getting worse.""",true
2111,"""I've taken on the federal government and won.""",true
2112,"""I’ve even cut my own salary -- twice.""",true
2113,"Exporters are using a federal loophole to ""deceptively sell products made from cat and dog fur"" to U.S. consumers.",true
2114,"About 106,000 soldiers had ""a prescription of three weeks or more"" for pain, depression or anxiety medication.",true
2115,"""Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.""",true
2116,"""Police officers in this state have that right,"" to check the immigration status of people they arrest.",true
2117,"""(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.""",true
2118,"During the recession, ""the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.""",true
2119,"""Jeff Greene can buy anything"" ...  he owns two mansions.",true
2120,"""The first professional baseball team was from an Ohio city.""",true
2121,"""Today almost half our debt is owned by foreigners.""",true
2122,"Over the last 10 years, incomes for the top 1 percent ""have grown."" Meanwhile, the bottom half of the country, ""they've seen their wages stagnate.""",true
2123,"""There are more pain clinics in Broward County than there are McDonald's in Broward County.""",true
2124,"Democratic candidate Jeff Greene ""ran for Congress as a California Republican.""",true
2125,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,true
2126,"""We've seen six months of positive job growth by the private sector.""",true
2127,"""Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.""",true
2128,Twenty-two million jobs were created during Clinton’s two terms but only 3 million during Bush’s.,true
2129,"""Education Week rates Ohio schools in the top five in the nation.""",true
2130,"""In the 18th Congressional District, 100% of electric generation comes from coal.""",true
2131,"""Since 1904, the Ohio victor has won the presidency 25 out of 27 times """,true
2132,"""The War in Afghanistan is officially the longest war Americans have ever been asked to endure.""",true
2133,"House Republicans who complained they didn't have enough time to consider a constitutional ban against oil drilling ""shoved through a proposal in just a few days to open state waters to oil drilling.""",true
2134,"Maurice Ferre says Kendrick Meek ""has voted 98.6 percent of the time with the Democrat party.""",true
2135,"""I never called for a partition"" of Iraq.",true
2136,"""Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.""",true
2137,"Providence has ""the lowest crime rate in three decades.""",true
2138,"""Forty cents of every dollar being spent by the federal government is being borrowed from my children.""",true
2139,"""We're spending $1 trillion a year on our foreign policy.""",true
2140,"Says Texas has one state inspector for every 4,500 oil and gas wells.",true
2141,"""Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.""",true
2142,"""Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.""",true
2143,"""Only about a third"" of Texans who enroll in college graduate.",true
2144,"""Sen. McConnell offered a fully paid two-month extension of unemployment insurance.""",true
2145,"""We spend three times more on entitlements and debt services than we do on defense.""",true
2146,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",true
2147,"""Florida’s high school graduation rate falls well below the national average.""",true
2148,"""He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.""",true
2149,“We are picking up oil with shovels and paper and plastic bags.”,true
2150,"""Crime is down in Arizona.""",true
2151,“I have filed every disclosure that has ever been required.”,true
2152,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,true
2153,"""We’re No. 1 in child hunger.""",true
2154,"""I have spent virtually every weekend since Memorial Day in the Panhandle.""",true
2155,"""Georgia has the most restrictive ballot access laws in the country.”",true
2156,"Says he ""fought against $3 billion in cuts to public education since 2003.""",true
2157,"Langevin votes “the party line about 98 percent of the time.""",true
2158,Georgia has “more illegal aliens than the state of Arizona.”,true
2159,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""",true
2160,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",true
2161,"Rick Scott “has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",true
2162,"""Obama put a 10 percent tax on tanning.""",true
2163,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""",true
2164,"""The House has never failed to pass a budget in the modern era.""",true
2165,"Bill McCollum has ""recovered $200 million in Medicaid fraud.""",true
2166,"Georgia has ""a dropout rate that’s higher"" than Alabama's.",true
2167,"California's credit rating is ""the worst in the country.""",true
2168,"Rick Scott's former health care company, Columbia/HCA, committed ""fraud.""",true
2169,"""Almost 1 million children ... have no health insurance in this state.""",true
2170,"""Fulton County has successfully reduced the number of pregnancies"" among 15- to 19-year-olds.",true
2171,"If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""",true
2172,"""For now, we are still below average in the metro region.""",true
2173,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.""",true
2174,"""The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.""",true
2175,"The Republican Party ""fought very hard in the '60s to get the civil rights bill passed, as well as the voting rights bill.""",true
2176,Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,true
2177,"""Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.""",true
2178,"In Hawaii, ""they don't have a history of throwing incumbents out of office.""",true
2179,"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",true
2180,"""Rick Scott's even saying he wants more offshore drilling.""",true
2181,"Bill McCollum explained his lack of action on mortgage fraud by saying, ""You can't do everything.""",true
2182,"""Texas has, now, the highest share of minimum-wage workers in the nation.""",true
2183,"Greece ""has a GDP the size of the Dallas-Fort Worth Metroplex.""",true
2184,"""Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.""",true
2185,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""",true
2186,"""In the last 50 years, (the federal government has) only balanced the budget five times.""",true
2187,"""We can prevent terror suspects from boarding an airplane, but the FBI doesn't have the power to block them from buying dynamite or an AK-47.""",true
2188,"Scott Maddox is a ""lobbyist.""",true
2189,"""If you will go look up the definition of 'act of God,' we've used it in legal terms for a long time in this state.""",true
2190,"""Incoming House Speaker Dean Cannon and incoming Senate President Mike Haridopolos have said they plan to champion efforts next legislative session to allow oil rigs off Florida's coast.""",true
2191,"""At the moment, energy companies spend 0.25 percent on R&D.""",true
2192,"Says Texas General Land Office “has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""",true
2193,"""By registration fewer than 20 percent of Florida voters are Independents.""",true
2194,"""Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.""",true
2195,"""Daniel Webster said he's out. Now he says he's in.""",true
2196,"""Fifteen years ago, the assets of the six largest banks in this country totaled 17 percent of GDP ... The assets of the six largest banks in the United States today total 63 percent of GDP.""",true
2197,"Republican challenger Bill Flores ""has never once voted in a general election in our district.""",true
2198,"""Bill Young uses his campaign money for, among other things, a luxury car.""",true
2199,"""By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.""",true
2200,"""Thanks to you, in under one week we have the largest GOP (Facebook) page in the Governor's race!""",true
2201,"""No member of the American public has ever been killed by commercial nuclear power — a record unmatched by other fuels.""",true
2202,"""If the space-shuttle program is terminated, Russia and China will be the only nations ...with the capability to launch humans into space.""",true
2203,"""I never had a filibuster-proof Senate.""",true
2204,"Crist sent his ""top policy staffer to the House Committee to testify in support of the proposal,"" then vetoed the bill.",true
2205,John Paul Stevens is the only Protestant on the U.S. Supreme Court.,true
2206,"""President Obama himself attempted to filibuster Justice Alito, who now sits on the Supreme Court.""",true
2207,"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent.""",true
2208,"Says Holly Turner ""failed to vote in five straight Republican primaries.""",true
2209,"""Snitker has been virtually ignored by the major media.""",true
2210,The Senate Republican education plan is an unfunded mandate for local school districts.,true
2211,"""With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.""",true
2212,"""Farouk is on fire.""",true
2213,"""On the day that (the Republican) state leader resigned in disgrace, a ‘Shred-It' truck rolled up to Republican headquarters.""",true
2214,"""Actually, Reagan was a Democrat before he was a Republican.""",true
2215,"""Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs.""",true
2216,"""Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.""",true
2217,"Marco Rubio's ""income skyrocketed while his power increased.""",true
2218,"""Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.""",true
2219,"The Associated Press called Charlie Crist's attacks ""over the top,"" ""out of context,"" and ""not true.""",true
2220,"Says she was the “the only Democrat who voted against the Wall Street bailout.""",true
2221,"The cost to implement Florida's class size amendment so far has been ""$16 billion.""",true
2222,"The health care bill will subsidize families of four that make more than $80,000 a year.",true
2223,"""There will be no public funding for abortion in this legislation.""",true
2224,"""In Texas, schools do not even have to teach sex education.""",true
2225,"""As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.""",true
2226,"Because of a local version of Amendment 4, ""the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills.""",true
2227,"""House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks.""",true
2228,"""Health insurance companies' costs are only 4 percent of all health care spending.""",true
2229,"""If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half.""",true
2230,"""Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.""",true
2231,"""The Florida Legislature raised taxes and fees by almost $2 billion"" in the 2009 session.",true
2232,"""When Social Security started, age expectancy for the average man was 58. It was 62 -- 62 for women.""",true
2233,"""There's almost 1 million Texans who are unemployed and that's an all-time record number in our state.""",true
2234,"""Texas has installed more wind power than any other state, and all but four countries.""",true
2235,"Says Gov. Charlie Crist has called him ""a rock star.""",true
2236,"""Debt has almost doubled in Austin under Gov. Perry.""",true
2237,"""Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that they’re going forward with has more than a $5 trillion in debt in it over the next five years.""",true
2238,"""The lifespan of the average American is less than that of people in nations that spend far less (on health care). ... To put it bluntly, we spend more and die sooner.""",true
2239,"""Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.""",true
2240,"""We are now seeing a decrease in violent crime.""",true
2241,"""Her opponent: zero times a judge, zero rulings, zero experience on the bench.""",true
2242,"Says Paul Workman ""voted in the Democrat primary, supporting Democrats with his vote.""",true
2243,"""Speaker Rubio supported gun restrictions that included background checks and waiting periods.""",true
2244,"""Since 1981, reconciliation has been used 21 times. Most of it's been used by Republicans.""",true
2245,"Bill McCollum voted four times to raise his own pay, by a total of $51,000, and earns a congressional pension worth more than $75,000 a year.",true
2246,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.""",true
2247,"During ""the recent global warming summit in Copenhagen, Nancy Pelosi and others stayed at a five-star hotel on a trip costing nearly $10,000 per person.""",true
2248,"""There have been three people tried and convicted by the last administration in military courts. Two are walking the street right now.""",true
2249,"""A Democratic poll operation shows that Fox News is the most trusted news operation in the country.""",true
2250,"Houston is ""the third-most toxic city in the United States of America.""",true
2251,"""The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.'""",true
2252,"Some Republicans who voted against the stimulus ""have been all too happy to claim credit for Recovery Act projects and the jobs those projects have produced. They come to the ribbon cuttings.""",true
2253,"""Our (Texas) graduation rate ranks 43rd out of 50 states.""",true
2254,"""We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.""",true
2255,"""The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.""",true
2256,"""Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions"" on health care.",true
2257,"""President Obama's proposed 'spending freeze' will only reduce the $42 trillion in government spending proposed between 2011 and 2020 by little more than one-half of 1 percent.""",true
2258,"""Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore.""",true
2259,"""We cut taxes for 95 percent of working families.""",true
2260,U.S. Sen. Kay Bailey Hutchison “has voted nine separate times to raise the national debt ceiling.”,true
2261,"""PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.""",true
2262,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",true
2263,"""The No. 1 issue that the American people care about is getting America back to work.""",true
2264,"""Most Texans aren't millionaires.""",true
2265,"""We definitely lost way more jobs in Texas this year than we gained — we lost 300,000 jobs in Texas alone this year.""",true
2266,"""No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.""",true
2267,"During his tenure as mayor, he ""saw Houston’s crime rates drop to the lowest levels in more than 25 years.""",true
2268,"""I haven't missed a vote since 1993.""",true
2269,"""President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).""",true
2270,"Charlie Crist broke the quarter ""record for fundraising in a U.S. Senate race in Florida.""",true
2271,"""President Obama's proposal calls for serious cuts in our own long-term carbon emissions,"" but China and India will still be allowed to increase their emissions.",true
2272,The Senate health care bill does not contain limits on medical malpractice lawsuits.,true
2273,"The Senate health care bill ""would leave 24 million people without insurance coverage.""",true
2274,"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office.""",true
2275,"Obama has admitted a cap and trade plan would cause electricity bills to ""skyrocket.""",true
2276,The House of Representatives does not have a prochoice majority.,true
2277,"""Barack Obama won't even use the term 'war on terrorism.'""",true
2278,Guantanamo Bay detainees will get the H1N1 vaccine.,true
2279,"""President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.""",true
2280,"""History tells us that job growth always lags behind economic growth.""",true
2281,"A ""fairly limited number of people, 25 million to 30 million,"" will be allowed to access a national health insurance exchange.",true
2282,"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.""",true
2283,"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""",true
2284,"A report by the health insurance industry ""ignores some of the key policies that are part of the Senate Finance Committee bill.""",true
2285,"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies.",true
2286,Health care premiums for consumers have doubled since 2001.,true
2287,"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.""",true
2288,"In a now-viral video, ""impressionable youngsters at a public school in New Jersey ... have been instructed to sing the praises of 'Barack Hussein Obama.'""",true
2289,"Goldman Sachs was Barack Obama's ""No. 1 private contributor.""",true
2290,"""FDR was called a socialist and a communist.""",true
2291,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",true
2292,"""In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.""",true
2293,"""Mathematically, the White Sox can still get in the playoffs.""",true
2294,"As a candidate, President Obama ""declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.""",true
2295,"""The claim ... that we plan to set up panels of bureaucrats with the power to  kill off senior citizens ... is a lie, plain and simple.""",true
2296,"If you ""already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.""",true
2297,"""Switzerland and the Netherlands . . . cover all their citizens using private insurers, and they do so for much less cost.""",true
2298,"""Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama.""",true
2299,"Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a ""pre-existing condition.""",true
2300,Preventive care does not save the government money.,true
2301,Health care reform will not affect veterans' benefits.,true
